% Model:              doble_barrera_electric_Field.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 25 2025, 12:28
% Table:              Table 8 - Global Evaluation 2
% m                      B0                       E0                       h1                       Integration 1 (meV)
-1                       10                       100000                   2                        9.424064244056407
-1                       10                       100000                   3                        9.102848544357174
-1                       10                       100000                   4                        9.103323876295184
-1                       10                       100000                   5                        8.876852509602667
-1                       10                       100000                   6                        8.931555783733181
-1                       10                       100000                   7                        8.785838648979128
-1                       10                       100000                   8                        8.751810667857058
-1                       10                       100000                   9                        8.8412091713083
-1                       10                       100000                   10                       8.824489790348634
-1                       10                       100000                   15                       8.813337870806839
-1                       10                       100000                   20                       8.739486673988795
-1                       10                       100000                   25                       8.660306636713464
-1                       10                       100000                   30                       8.52051644921717
-1                       10                       100000                   35                       8.329807741620016
-1                       10                       100000                   40                       8.0645883714641
-1                       10                       100000                   45                       7.715802281389787
-1                       10                       100000                   50                       7.270954947549694
-1                       10                       100000                   55                       6.741096875048205
-1                       10                       100000                   60                       6.182497529156775
-1                       10                       100000                   65                       5.684939910489262
-1                       10                       100000                   70                       5.2328032994141305
-1                       10                       100000                   75                       4.830064022588048
-1                       10                       100000                   80                       4.489893356675132
-1                       10                       100000                   85                       4.1824530362988845
-1                       10                       100000                   90                       3.9074697164154335
-1                       10                       100000                   95                       3.660742928830936
-1                       10                       100000                   100                      3.4393274038193353
-1                       10                       100000                   110                      3.060841942511911
-1                       10                       100000                   120                      2.74456219301575
-1                       10                       100000                   130                      2.4822818031429787
-1                       10                       100000                   140                      2.2593495132112986
-1                       10                       100000                   150                      2.0685581247272817
-1                       10                       100000                   160                      1.906545850549888
-1                       10                       100000                   170                      1.765000664006169
-1                       10                       100000                   180                      1.6389852772399964
-1                       10                       100000                   190                      1.530895725544745
-1                       10                       100000                   200                      1.4353098024042328
-1                       20                       0                        2                        14.792309359834423
-1                       20                       0                        3                        14.332103687810374
-1                       20                       0                        4                        14.15256940872736
-1                       20                       0                        5                        13.804185196709321
-1                       20                       0                        6                        13.873377181116
-1                       20                       0                        7                        13.629412100781323
-1                       20                       0                        8                        13.518475568934923
-1                       20                       0                        9                        13.712497890195657
-1                       20                       0                        10                       13.63745472492872
-1                       20                       0                        15                       13.426339370878912
-1                       20                       0                        20                       12.971015543175815
-1                       20                       0                        25                       12.483486089352892
-1                       20                       0                        30                       11.880545120288506
-1                       20                       0                        35                       11.181044550176196
-1                       20                       0                        40                       10.399522126944651
-1                       20                       0                        45                       9.565540020325395
-1                       20                       0                        50                       8.775926656286291
-1                       20                       0                        55                       7.969408029908202
-1                       20                       0                        60                       7.242909378062899
-1                       20                       0                        65                       6.619642555216215
-1                       20                       0                        70                       6.035164489011692
-1                       20                       0                        75                       5.542036195242466
-1                       20                       0                        80                       5.1287378272453585
-1                       20                       0                        85                       4.7581216513538545
-1                       20                       0                        90                       4.433146186737625
-1                       20                       0                        95                       4.150197082760424
-1                       20                       0                        100                      3.9016891510521647
-1                       20                       0                        110                      3.4796732207393615
-1                       20                       0                        120                      3.1445369939392194
-1                       20                       0                        130                      2.859078646207128
-1                       20                       0                        140                      2.6290670782807952
-1                       20                       0                        150                      2.429845241360778
-1                       20                       0                        160                      2.266575553934872
-1                       20                       0                        170                      2.1135953223369244
-1                       20                       0                        180                      1.9849612581556293
-1                       20                       0                        190                      1.867361632712201
-1                       20                       0                        200                      1.75942960118051
-1                       20                       1000                     2                        14.792310005924351
-1                       20                       1000                     3                        14.332106236557047
-1                       20                       1000                     4                        14.152576024393728
-1                       20                       1000                     5                        13.804195645840831
-1                       20                       1000                     6                        13.873377103851539
-1                       20                       1000                     7                        13.629412095221191
-1                       20                       1000                     8                        13.518475561710442
-1                       20                       1000                     9                        13.712497889237564
-1                       20                       1000                     10                       13.637454729364915
-1                       20                       1000                     15                       13.426312181322471
-1                       20                       1000                     20                       12.971019027696723
-1                       20                       1000                     25                       12.483507478345967
-1                       20                       1000                     30                       11.8805572366825
-1                       20                       1000                     35                       11.181073266389932
-1                       20                       1000                     40                       10.39956645761814
-1                       20                       1000                     45                       9.565696450473022
-1                       20                       1000                     50                       8.775962386543751
-1                       20                       1000                     55                       7.9695706959979855
-1                       20                       1000                     60                       7.242327489376649
-1                       20                       1000                     65                       6.61891353074581
-1                       20                       1000                     70                       6.033862218955898
-1                       20                       1000                     75                       5.538087492442506
-1                       20                       1000                     80                       5.122627561228523
-1                       20                       1000                     85                       4.748606309036873
-1                       20                       1000                     90                       4.4188672198976375
-1                       20                       1000                     95                       4.129176754805374
-1                       20                       1000                     100                      3.876018875063016
-1                       20                       1000                     110                      3.457572255676314
-1                       20                       1000                     120                      3.1232618070440057
-1                       20                       1000                     130                      2.85449609924533
-1                       20                       1000                     140                      2.6249532681704473
-1                       20                       1000                     150                      2.4275983121830618
-1                       20                       1000                     160                      2.2611100468576186
-1                       20                       1000                     170                      2.1117069110862863
-1                       20                       1000                     180                      1.9775136517423255
-1                       20                       1000                     190                      1.860113529298596
-1                       20                       1000                     200                      1.7537428691178312
-1                       20                       10000                    2                        14.792315799614949
-1                       20                       10000                    3                        14.3321291782465
-1                       20                       10000                    4                        14.152635572836175
-1                       20                       10000                    5                        13.80428970917175
-1                       20                       10000                    6                        13.873376391128337
-1                       20                       10000                    7                        13.629412026634377
-1                       20                       10000                    8                        13.518475466212262
-1                       20                       10000                    9                        13.712497532253998
-1                       20                       10000                    10                       13.6374542129418
-1                       20                       10000                    15                       13.426066636079488
-1                       20                       10000                    20                       12.971045113087529
-1                       20                       10000                    25                       12.48366412874458
-1                       20                       10000                    30                       11.880535698419244
-1                       20                       10000                    35                       11.18086887212898
-1                       20                       10000                    40                       10.398595830259072
-1                       20                       10000                    45                       9.56342335620363
-1                       20                       10000                    50                       8.76732940823447
-1                       20                       10000                    55                       7.9509463977085835
-1                       20                       10000                    60                       7.197211387945525
-1                       20                       10000                    65                       6.54301610022462
-1                       20                       10000                    70                       5.923608195248292
-1                       20                       10000                    75                       5.399353745888191
-1                       20                       10000                    80                       4.98363740525946
-1                       20                       10000                    85                       4.6226883197645465
-1                       20                       10000                    90                       4.312795108639708
-1                       20                       10000                    95                       4.043565339352592
-1                       20                       10000                    100                      3.8074096585682127
-1                       20                       10000                    110                      3.4090146351392927
-1                       20                       10000                    120                      3.080700676048768
-1                       20                       10000                    130                      2.811730997418839
-1                       20                       10000                    140                      2.5807140345289072
-1                       20                       10000                    150                      2.381294783536237
-1                       20                       10000                    160                      2.2124066747099826
-1                       20                       10000                    170                      2.060889670076425
-1                       20                       10000                    180                      1.9244717290358697
-1                       20                       10000                    190                      1.805129466984772
-1                       20                       10000                    200                      1.6974273203507968
-1                       20                       100000                   2                        14.792371645409938
-1                       20                       100000                   3                        14.332358888767816
-1                       20                       100000                   4                        14.15323179344188
-1                       20                       100000                   5                        13.805232434301299
-1                       20                       100000                   6                        13.873367546953212
-1                       20                       100000                   7                        13.629409504722963
-1                       20                       100000                   8                        13.518471493885754
-1                       20                       100000                   9                        13.712459474797354
-1                       20                       100000                   10                       13.637393970086718
-1                       20                       100000                   15                       13.423528268241215
-1                       20                       100000                   20                       12.970783896265777
-1                       20                       100000                   25                       12.481685472069925
-1                       20                       100000                   30                       11.867529961904614
-1                       20                       100000                   35                       11.134705450279972
-1                       20                       100000                   40                       10.269147783368563
-1                       20                       100000                   45                       9.28421106676617
-1                       20                       100000                   50                       8.292069507430737
-1                       20                       100000                   55                       7.3704834855494905
-1                       20                       100000                   60                       6.596369654396412
-1                       20                       100000                   65                       5.994025782647892
-1                       20                       100000                   70                       5.468848282409656
-1                       20                       100000                   75                       5.0183801951292635
-1                       20                       100000                   80                       4.646070869978706
-1                       20                       100000                   85                       4.312506716980361
-1                       20                       100000                   90                       4.016002561006033
-1                       20                       100000                   95                       3.7526325836038823
-1                       20                       100000                   100                      3.5182637473638403
-1                       20                       100000                   110                      3.1209731487786043
-1                       20                       100000                   120                      2.790847970883357
-1                       20                       100000                   130                      2.5199675958760657
-1                       20                       100000                   140                      2.2897171688122073
-1                       20                       100000                   150                      2.0932363571867585
-1                       20                       100000                   160                      1.9272308598147416
-1                       20                       100000                   170                      1.7823232224705332
-1                       20                       100000                   180                      1.6532929226306523
-1                       20                       100000                   190                      1.542961532072066
-1                       20                       100000                   200                      1.4457866428672914
0                        0                        0                        2                        3.430063767520482
0                        0                        0                        3                        3.3578885310616227
0                        0                        0                        4                        3.916176815875533
0                        0                        0                        5                        3.313085979753838
0                        0                        0                        6                        3.14799573704636
0                        0                        0                        7                        2.847331547383842
0                        0                        0                        8                        2.8335687969625303
0                        0                        0                        9                        2.8229703488943545
0                        0                        0                        10                       2.8129212333362625
0                        0                        0                        15                       2.763926287121875
0                        0                        0                        20                       2.716619587320884
0                        0                        0                        25                       2.6712236112584833
0                        0                        0                        30                       2.628058523667071
0                        0                        0                        35                       2.5867934801851558
0                        0                        0                        40                       2.5473224126740313
0                        0                        0                        45                       2.5094511863109594
0                        0                        0                        50                       2.4730828872343014
0                        0                        0                        55                       2.4381121724417647
0                        0                        0                        60                       2.404439705784283
0                        0                        0                        65                       2.3719760342866123
0                        0                        0                        70                       2.3406508962919466
0                        0                        0                        75                       2.3103921300501535
0                        0                        0                        80                       2.2811371841815347
0                        0                        0                        85                       2.252824650115198
0                        0                        0                        90                       2.2254421799992636
0                        0                        0                        95                       2.1988611036381385
0                        0                        0                        100                      2.173077346569116
0                        0                        0                        110                      2.1237332233289643
0                        0                        0                        120                      2.0771668586580554
0                        0                        0                        130                      2.033129095900449
0                        0                        0                        140                      1.9914715747932303
0                        0                        0                        150                      1.9517100855153853
0                        0                        0                        160                      1.9151017743925458
0                        0                        0                        170                      1.878997636700415
0                        0                        0                        180                      1.8445641681455005
0                        0                        0                        190                      1.8116861827045576
0                        0                        0                        200                      1.7802179906743736
0                        0                        1000                     2                        3.430057570430725
0                        0                        1000                     3                        3.3578863020794913
0                        0                        1000                     4                        3.9161835793125586
0                        0                        1000                     5                        3.313049447805839
0                        0                        1000                     6                        3.147996825942407
0                        0                        1000                     7                        2.847331606860859
0                        0                        1000                     8                        2.8335688555762175
0                        0                        1000                     9                        2.8229704372436837
0                        0                        1000                     10                       2.812921326074706
0                        0                        1000                     15                       2.7639258408069884
0                        0                        1000                     20                       2.716619346271206
0                        0                        1000                     25                       2.6712238072096097
0                        0                        1000                     30                       2.628057102850961
0                        0                        1000                     35                       2.5867896864458992
0                        0                        1000                     40                       2.5473132328608536
0                        0                        1000                     45                       2.509431065249049
0                        0                        1000                     50                       2.4730426149855576
0                        0                        1000                     55                       2.4380370378403664
0                        0                        1000                     60                       2.404307251621155
0                        0                        1000                     65                       2.3717531746334504
0                        0                        1000                     70                       2.340290438735279
0                        0                        1000                     75                       2.309828904724415
0                        0                        1000                     80                       2.280283198598096
0                        0                        1000                     85                       2.2515635512140473
0                        0                        1000                     90                       2.223625183258533
0                        0                        1000                     95                       2.1962907499597186
0                        0                        1000                     100                      2.169520423910625
0                        0                        1000                     110                      2.1172474423474417
0                        0                        1000                     120                      2.066029291771299
0                        0                        1000                     130                      2.0149840804052865
0                        0                        1000                     140                      1.9632974220398869
0                        0                        1000                     150                      1.9097404668057922
0                        0                        1000                     160                      1.8557925770788009
0                        0                        1000                     170                      1.7971769198757355
0                        0                        1000                     180                      1.7356100693894327
0                        0                        1000                     190                      1.6712138456806676
0                        0                        1000                     200                      1.6043257618439306
0                        0                        10000                    2                        3.43000177544355
0                        0                        10000                    3                        3.35786624531785
0                        0                        10000                    4                        3.9162444614611855
0                        0                        10000                    5                        3.3127209741627386
0                        0                        10000                    6                        3.1480064113590402
0                        0                        10000                    7                        2.84733215733149
0                        0                        10000                    8                        2.83356939734831
0                        0                        10000                    9                        2.8229712415529966
0                        0                        10000                    10                       2.8129221211488136
0                        0                        10000                    15                       2.763920670887882
0                        0                        10000                    20                       2.7166080317156545
0                        0                        10000                    25                       2.671186972862172
0                        0                        10000                    30                       2.62791623186205
0                        0                        10000                    35                       2.5864051228030207
0                        0                        10000                    40                       2.5463919691502177
0                        0                        10000                    45                       2.5074463118090855
0                        0                        10000                    50                       2.469120377749594
0                        0                        10000                    55                       2.4308228786111563
0                        0                        10000                    60                       2.391839704490605
0                        0                        10000                    65                       2.351366116382006
0                        0                        10000                    70                       2.3085947744576476
0                        0                        10000                    75                       2.262806637141177
0                        0                        10000                    80                       2.2134949247075433
0                        0                        10000                    85                       2.1604188620118125
0                        0                        10000                    90                       2.103732822305192
0                        0                        10000                    95                       2.043520808478476
0                        0                        10000                    100                      1.980441053148511
0                        0                        10000                    110                      1.847664093292988
0                        0                        10000                    120                      1.7103690306600554
0                        0                        10000                    130                      1.5734998880056987
0                        0                        10000                    140                      1.4418833796889299
0                        0                        10000                    150                      1.3184098091801102
0                        0                        10000                    160                      1.2098413081623538
0                        0                        10000                    170                      1.109551870126232
0                        0                        10000                    180                      1.0214278559174952
0                        0                        10000                    190                      0.9444348543233101
0                        0                        10000                    200                      0.8771793953800999
0                        0                        100000                   2                        3.429441876763913
0                        0                        100000                   3                        3.357665994618203
0                        0                        100000                   4                        3.9168543992245017
0                        0                        100000                   5                        3.3094674703737126
0                        0                        100000                   6                        3.1480809943023647
0                        0                        100000                   7                        2.8473391647419115
0                        0                        100000                   8                        2.8335762248540606
0                        0                        100000                   9                        2.8229801916088917
0                        0                        100000                   10                       2.8129261535037697
0                        0                        100000                   15                       2.7637558007059
0                        0                        100000                   20                       2.715597952945345
0                        0                        100000                   25                       2.66711361858006
0                        0                        100000                   30                       2.6149461912926646
0                        0                        100000                   35                       2.554444247634821
0                        0                        100000                   40                       2.481444714283394
0                        0                        100000                   45                       2.3951027513838925
0                        0                        100000                   50                       2.2971952892342995
0                        0                        100000                   55                       2.1907334545089863
0                        0                        100000                   60                       2.0793499539963913
0                        0                        100000                   65                       1.9668827261176458
0                        0                        100000                   70                       1.856864122040053
0                        0                        100000                   75                       1.7521002606484597
0                        0                        100000                   80                       1.654375527791166
0                        0                        100000                   85                       1.564171736749088
0                        0                        100000                   90                       1.4818952382826085
0                        0                        100000                   95                       1.405973055981117
0                        0                        100000                   100                      1.336726311376892
0                        0                        100000                   110                      1.2144336300363725
0                        0                        100000                   120                      1.1109847248997697
0                        0                        100000                   130                      1.0225458859146235
0                        0                        100000                   140                      0.9464434659824366
0                        0                        100000                   150                      0.8798847221193639
0                        0                        100000                   160                      0.8236509336985279
0                        0                        100000                   170                      0.7721338645162178
0                        0                        100000                   180                      0.7264527768295027
0                        0                        100000                   190                      0.6855663973132317
0                        0                        100000                   200                      0.6489974728558797
0                        5                        0                        2                        9.116725147776911
0                        5                        0                        3                        8.151582148719239
0                        5                        0                        4                        9.465392114729635
0                        5                        0                        5                        8.308774330400922
0                        5                        0                        6                        8.554288843448958
0                        5                        0                        7                        7.943475856874437
0                        5                        0                        8                        7.865476024686966
0                        5                        0                        9                        7.816486830183579
0                        5                        0                        10                       7.742177725500862
0                        5                        0                        15                       7.424596923493553
0                        5                        0                        20                       7.117527235462978
0                        5                        0                        25                       6.838560764151844
0                        5                        0                        30                       6.584508693888857
0                        5                        0                        35                       6.352797888182459
0                        5                        0                        40                       6.1399479025861945
0                        5                        0                        45                       5.943977580573642
0                        5                        0                        50                       5.76276736010843
0                        5                        0                        55                       5.594513114417489
0                        5                        0                        60                       5.437701258226511
0                        5                        0                        65                       5.291191620389948
0                        5                        0                        70                       5.153946953876326
0                        5                        0                        75                       5.024915773138804
0                        5                        0                        80                       4.903429296074951
0                        5                        0                        85                       4.788740075261398
0                        5                        0                        90                       4.679818767015723
0                        5                        0                        95                       4.5770823900514275
0                        5                        0                        100                      4.479458391083633
0                        5                        0                        110                      4.2990411848565415
0                        5                        0                        120                      4.134502631600029
0                        5                        0                        130                      3.9837682863236696
0                        5                        0                        140                      3.8469576571794226
0                        5                        0                        150                      3.7191756638094042
0                        5                        0                        160                      3.6038157048585937
0                        5                        0                        170                      3.494482178661399
0                        5                        0                        180                      3.3922012120054146
0                        5                        0                        190                      3.2971009411175722
0                        5                        0                        200                      3.2073391937582443
0                        5                        1000                     2                        9.116724705029872
0                        5                        1000                     3                        8.151565844118226
0                        5                        1000                     4                        9.465378954500869
0                        5                        1000                     5                        8.308738508359102
0                        5                        1000                     6                        8.55429102404943
0                        5                        1000                     7                        7.943476056084026
0                        5                        1000                     8                        7.865476223411987
0                        5                        1000                     9                        7.8164871057405225
0                        5                        1000                     10                       7.742178013451399
0                        5                        1000                     15                       7.424595372621849
