% Model:              doble_barrera_electric_Field.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 25 2025, 12:28
% Table:              Table 8 - Global Evaluation 2
% m                      B0                       E0                       h1                       Integration 1 (meV)
0                        10                       0                        15                       9.9095372241241
0                        10                       0                        20                       9.390980224828525
0                        10                       0                        25                       8.931005081656952
0                        10                       0                        30                       8.520997102366206
0                        10                       0                        35                       8.153901384060983
0                        10                       0                        40                       7.82189757973727
0                        10                       0                        45                       7.5214609439635804
0                        10                       0                        50                       7.247446108481328
0                        10                       0                        55                       6.99630806842412
0                        10                       0                        60                       6.764865330843397
0                        10                       0                        65                       6.551210212401449
0                        10                       0                        70                       6.35296816195434
0                        10                       0                        75                       6.168090453574391
0                        10                       0                        80                       5.995862078995473
0                        10                       0                        85                       5.83438906404926
0                        10                       0                        90                       5.681461193480426
0                        10                       0                        95                       5.538674108541071
0                        10                       0                        100                      5.404090128329631
0                        10                       0                        110                      5.158831685914262
0                        10                       0                        120                      4.936564866880391
0                        10                       0                        130                      4.735085574346426
0                        10                       0                        140                      4.554125838368156
0                        10                       0                        150                      4.386204578061501
0                        10                       0                        160                      4.235922956622952
0                        10                       0                        170                      4.094549088341759
0                        10                       0                        180                      3.964419947455368
0                        10                       0                        190                      3.843186398610677
0                        10                       0                        200                      3.731603291710716
0                        10                       1000                     2                        11.96640175744891
0                        10                       1000                     3                        11.315282876055981
0                        10                       1000                     4                        11.969607567794986
0                        10                       1000                     5                        11.057605175375395
0                        10                       1000                     6                        11.387543443875932
0                        10                       1000                     7                        10.83136614942618
0                        10                       1000                     8                        10.696668577093243
0                        10                       1000                     9                        10.594335866918694
0                        10                       1000                     10                       10.462868575853138
0                        10                       1000                     15                       9.909532574228765
0                        10                       1000                     20                       9.390979500634224
0                        10                       1000                     25                       8.930998474246147
0                        10                       1000                     30                       8.520982579277215
0                        10                       1000                     35                       8.15386196984715
0                        10                       1000                     40                       7.821814515292392
0                        10                       1000                     45                       7.521289366070125
0                        10                       1000                     50                       7.247122649200855
0                        10                       1000                     55                       6.995734488936442
0                        10                       1000                     60                       6.763905891905274
0                        10                       1000                     65                       6.549658905777132
0                        10                       1000                     70                       6.3505606791862395
0                        10                       1000                     75                       6.1644818816019775
0                        10                       1000                     80                       5.990573816105075
0                        10                       1000                     85                       5.826850944719703
0                        10                       1000                     90                       5.670869157081607
0                        10                       1000                     95                       5.524243731959399
0                        10                       1000                     100                      5.384664506386496
0                        10                       1000                     110                      5.12548058954969
0                        10                       1000                     120                      4.882163754160459
0                        10                       1000                     130                      4.650050721054798
0                        10                       1000                     140                      4.428635169354807
0                        10                       1000                     150                      4.206167399111374
0                        10                       1000                     160                      3.990382309217443
0                        10                       1000                     170                      3.767424201307426
0                        10                       1000                     180                      3.5455041200270903
0                        10                       1000                     190                      3.3209665015301146
0                        10                       1000                     200                      3.1009190697393736
0                        10                       10000                    2                        11.966397959132566
0                        10                       10000                    3                        11.31515390220085
0                        10                       10000                    4                        11.969452977267322
0                        10                       10000                    5                        11.057347148919916
0                        10                       10000                    6                        11.38755414783112
0                        10                       10000                    7                        10.831367380724265
0                        10                       10000                    8                        10.696669476204088
0                        10                       10000                    9                        10.59433701140532
0                        10                       10000                    10                       10.46286895837991
0                        10                       10000                    15                       9.909471818361055
0                        10                       10000                    20                       9.390865217304745
0                        10                       10000                    25                       8.930513564423464
0                        10                       10000                    30                       8.51955245665803
0                        10                       10000                    35                       8.150175532621788
0                        10                       10000                    40                       7.813583388256261
0                        10                       10000                    45                       7.504540671577913
0                        10                       10000                    50                       7.2157552281560555
0                        10                       10000                    55                       6.940856158731532
0                        10                       10000                    60                       6.673487225266062
0                        10                       10000                    65                       6.408163956827945
0                        10                       10000                    70                       6.139680408916216
0                        10                       10000                    75                       5.864144340078902
0                        10                       10000                    80                       5.580073773936107
0                        10                       10000                    85                       5.287426411469163
0                        10                       10000                    90                       4.984540144222973
0                        10                       10000                    95                       4.68141191997657
0                        10                       10000                    100                      4.3774774621317984
0                        10                       10000                    110                      3.7880154827696018
0                        10                       10000                    120                      3.2328936030999667
0                        10                       10000                    130                      2.732554051184958
0                        10                       10000                    140                      2.308722711013379
0                        10                       10000                    150                      1.9493973185384443
0                        10                       10000                    160                      1.667673220417412
0                        10                       10000                    170                      1.4392515196451943
0                        10                       10000                    180                      1.261423924601504
0                        10                       10000                    190                      1.1204298198844942
0                        10                       10000                    200                      1.009190586531504
0                        10                       100000                   2                        11.966353089077687
0                        10                       100000                   3                        11.313864727942622
0                        10                       100000                   4                        11.967914695715828
0                        10                       100000                   5                        11.054807768021593
0                        10                       100000                   6                        11.38763580339688
0                        10                       100000                   7                        10.831348669460157
0                        10                       100000                   8                        10.696617754738064
0                        10                       100000                   9                        10.594250348488698
0                        10                       100000                   10                       10.462694110699372
0                        10                       100000                   15                       9.906997142597385
0                        10                       100000                   20                       9.3791544985689
0                        10                       100000                   25                       8.885009303813034
0                        10                       100000                   30                       8.388347531216983
0                        10                       100000                   35                       7.847543526099427
0                        10                       100000                   40                       7.2396217660438875
0                        10                       100000                   45                       6.574346611049539
0                        10                       100000                   50                       5.882154116737891
0                        10                       100000                   55                       5.197433643622472
0                        10                       100000                   60                       4.551448725797453
0                        10                       100000                   65                       3.96755419704159
0                        10                       100000                   70                       3.460440663057353
0                        10                       100000                   75                       3.033659754217121
0                        10                       100000                   80                       2.6818114427029136
0                        10                       100000                   85                       2.394166826104177
0                        10                       100000                   90                       2.1566132001782092
0                        10                       100000                   95                       1.9626226789774162
0                        10                       100000                   100                      1.8002742025271707
0                        10                       100000                   110                      1.5465911283911664
0                        10                       100000                   120                      1.3554931683686948
0                        10                       100000                   130                      1.2059831173713706
0                        10                       100000                   140                      1.0881362296059491
0                        10                       100000                   150                      0.9897811206429576
0                        10                       100000                   160                      0.9096109808209767
0                        10                       100000                   170                      0.840393678013217
0                        10                       100000                   180                      0.780832110671125
0                        10                       100000                   190                      0.7292447444955367
0                        10                       100000                   200                      0.6840141595253205
0                        20                       0                        2                        15.730332507863004
0                        20                       0                        3                        15.20709559295815
0                        20                       0                        4                        15.433930964043537
0                        20                       0                        5                        14.67990258347755
0                        20                       0                        6                        15.076259383444265
0                        20                       0                        7                        14.57245039907746
0                        20                       0                        8                        14.342556952432012
0                        20                       0                        9                        14.149681835771364
0                        20                       0                        10                       13.923862026653461
0                        20                       0                        15                       13.003699653396987
0                        20                       0                        20                       12.161190603558406
0                        20                       0                        25                       11.435322839037806
0                        20                       0                        30                       10.802615337448602
0                        20                       0                        35                       10.247833151037648
0                        20                       0                        40                       9.752324089877618
0                        20                       0                        45                       9.314334867608942
0                        20                       0                        50                       8.918733883570335
0                        20                       0                        55                       8.561758506139949
0                        20                       0                        60                       8.235270850525842
0                        20                       0                        65                       7.938974649004389
0                        20                       0                        70                       7.665853587152991
0                        20                       0                        75                       7.4126480613069665
0                        20                       0                        80                       7.1796121238082495
0                        20                       0                        85                       6.962262496374397
0                        20                       0                        90                       6.756593233550686
0                        20                       0                        95                       6.566383583145322
0                        20                       0                        100                      6.389254744146643
0                        20                       0                        110                      6.070407650502947
0                        20                       0                        120                      5.7834251325151484
0                        20                       0                        130                      5.526554123186892
0                        20                       0                        140                      5.296382264146687
0                        20                       0                        150                      5.082479987980277
0                        20                       0                        160                      4.890461874296775
0                        20                       0                        170                      4.7153099566185706
0                        20                       0                        180                      4.5373138384203315
0                        20                       0                        190                      4.383521215570993
0                        20                       0                        200                      4.171272731646537
0                        20                       1000                     2                        15.730330981814005
0                        20                       1000                     3                        15.207082763079388
0                        20                       1000                     4                        15.433917023330428
0                        20                       1000                     5                        14.679889652322048
0                        20                       1000                     6                        15.07625933179546
0                        20                       1000                     7                        14.572450511864913
0                        20                       1000                     8                        14.342557056648069
0                        20                       1000                     9                        14.149681984602255
0                        20                       1000                     10                       13.92386216990329
0                        20                       1000                     15                       13.003686700477962
0                        20                       1000                     20                       12.161188963831128
0                        20                       1000                     25                       11.43531177146245
0                        20                       1000                     30                       10.802592802101056
0                        20                       1000                     35                       10.247771012640012
0                        20                       1000                     40                       9.75220406818009
0                        20                       1000                     45                       9.314079568529765
0                        20                       1000                     50                       8.91825722404325
0                        20                       1000                     55                       8.560931435811593
0                        20                       1000                     60                       8.233910603969324
0                        20                       1000                     65                       7.936795840211811
0                        20                       1000                     70                       7.662508355582334
0                        20                       1000                     75                       7.407691274994033
0                        20                       1000                     80                       7.172387613002404
0                        20                       1000                     85                       6.952054765850604
0                        20                       1000                     90                       6.742324270422752
0                        20                       1000                     95                       6.546935531069655
0                        20                       1000                     100                      6.363396382631616
0                        20                       1000                     110                      6.026807965046974
0                        20                       1000                     120                      5.71293955522471
0                        20                       1000                     130                      5.418008665464304
0                        20                       1000                     140                      5.138099533485147
0                        20                       1000                     150                      4.859505715298302
0                        20                       1000                     160                      4.5878198825440375
0                        20                       1000                     170                      4.31580543477288
0                        20                       1000                     180                      4.038954598267193
0                        20                       1000                     190                      3.760681512025425
0                        20                       1000                     200                      3.3975699219949185
0                        20                       10000                    2                        15.730317138990385
0                        20                       10000                    3                        15.206967291904974
0                        20                       10000                    4                        15.43379164982179
0                        20                       10000                    5                        14.679773667037471
0                        20                       10000                    6                        15.076258904965366
0                        20                       10000                    7                        14.572450941287878
0                        20                       10000                    8                        14.342556888242678
0                        20                       10000                    9                        14.149681523910772
0                        20                       10000                    10                       13.923860289902123
0                        20                       10000                    15                       13.003537598150071
0                        20                       10000                    20                       12.160996980638295
0                        20                       10000                    25                       11.43453206519265
0                        20                       10000                    30                       10.800357998114677
0                        20                       10000                    35                       10.242111988047373
0                        20                       10000                    40                       9.739890257738296
0                        20                       10000                    45                       9.289320112609238
0                        20                       10000                    50                       8.872535914123011
0                        20                       10000                    55                       8.482059944189139
0                        20                       10000                    60                       8.105621872714716
0                        20                       10000                    65                       7.73823622061516
0                        20                       10000                    70                       7.369575070585642
0                        20                       10000                    75                       6.994728953973214
0                        20                       10000                    80                       6.612677423900885
0                        20                       10000                    85                       6.2230351869527265
0                        20                       10000                    90                       5.820876373253943
0                        20                       10000                    95                       5.42287545913679
0                        20                       10000                    100                      5.0316522637250225
0                        20                       10000                    110                      4.286718790973397
0                        20                       10000                    120                      3.5959068471882603
0                        20                       10000                    130                      2.9887418624465902
0                        20                       10000                    140                      2.483806537266378
0                        20                       10000                    150                      2.066595917044569
0                        20                       10000                    160                      1.7471269921565693
0                        20                       10000                    170                      1.4893502389689854
0                        20                       10000                    180                      1.295974791928529
0                        20                       10000                    190                      1.1424929077264785
0                        20                       10000                    200                      1.0131104043765444
0                        20                       100000                   2                        15.730167980579163
0                        20                       100000                   3                        15.205812359246769
0                        20                       100000                   4                        15.432547129237147
0                        20                       100000                   5                        14.678653005043202
0                        20                       100000                   6                        15.076258398807846
0                        20                       100000                   7                        14.572397256925681
0                        20                       100000                   8                        14.342445684194827
0                        20                       100000                   9                        14.14949872583219
0                        20                       100000                   10                       13.92352781724391
0                        20                       100000                   15                       12.998834882581418
0                        20                       100000                   20                       12.141703011266577
0                        20                       100000                   25                       11.361745031048752
0                        20                       100000                   30                       10.595328010280522
0                        20                       100000                   35                       9.779377309549742
0                        20                       100000                   40                       8.881097151035707
0                        20                       100000                   45                       7.922117781037118
0                        20                       100000                   50                       6.947184081499445
0                        20                       100000                   55                       6.008658532912239
0                        20                       100000                   60                       5.147063539599479
0                        20                       100000                   65                       4.391158394671803
0                        20                       100000                   70                       3.753937503972288
0                        20                       100000                   75                       3.2348319770022704
0                        20                       100000                   80                       2.818887015741635
0                        20                       100000                   85                       2.489241945513423
0                        20                       100000                   90                       2.2224227212720065
0                        20                       100000                   95                       2.0102232681819947
0                        20                       100000                   100                      1.836066479110555
0                        20                       100000                   110                      1.5693718298356285
0                        20                       100000                   120                      1.3706585805569906
0                        20                       100000                   130                      1.2173321722855859
0                        20                       100000                   140                      1.0968502952620613
0                        20                       100000                   150                      0.9965544846196902
0                        20                       100000                   160                      0.9149018195352467
0                        20                       100000                   170                      0.8449399954368261
0                        20                       100000                   180                      0.7844904957239426
0                        20                       100000                   190                      0.7323197227568992
0                        20                       100000                   200                      0.6866858812469268
1                        0                        0                        2                        1.6275637954404631
1                        0                        0                        3                        1.71655601849821
1                        0                        0                        4                        2.0737391464880384
1                        0                        0                        5                        1.8002572356512123
1                        0                        0                        6                        1.6505035049464984
1                        0                        0                        7                        1.610668480020583
1                        0                        0                        8                        1.6083031755284647
1                        0                        0                        9                        1.603844534597614
1                        0                        0                        10                       1.6035241148523551
1                        0                        0                        15                       1.6000185689418507
1                        0                        0                        20                       1.5996859981045697
1                        0                        0                        25                       1.6005362014532785
1                        0                        0                        30                       1.6000226352194455
1                        0                        0                        35                       1.6004691007203724
1                        0                        0                        40                       1.6003145109321981
1                        0                        0                        45                       1.5996682178520825
1                        0                        0                        50                       1.5997901529085534
1                        0                        0                        55                       1.5992293659048828
1                        0                        0                        60                       1.5988850797863576
1                        0                        0                        65                       1.5986436387982434
1                        0                        0                        70                       1.5979541124560164
1                        0                        0                        75                       1.597227896789574
1                        0                        0                        80                       1.5963260206876748
1                        0                        0                        85                       1.595030959269819
1                        0                        0                        90                       1.5933375656036608
1                        0                        0                        95                       1.5911312561727744
1                        0                        0                        100                      1.5882962490915573
1                        0                        0                        110                      1.5800140646624101
1                        0                        0                        120                      1.5669657575212992
1                        0                        0                        130                      1.5471175708296943
1                        0                        0                        140                      1.5188111143238459
1                        0                        0                        150                      1.4813040210828738
1                        0                        0                        160                      1.4392568444881793
1                        0                        0                        170                      1.3926379789848493
1                        0                        0                        180                      1.3467180276653614
1                        0                        0                        190                      1.3025275867794046
1                        0                        0                        200                      1.2602522486985945
1                        0                        1000                     2                        1.6275641486035435
1                        0                        1000                     3                        1.7165582580435241
1                        0                        1000                     4                        2.07375297156343
1                        0                        1000                     5                        1.8002671918629891
1                        0                        1000                     6                        1.6505014253431023
1                        0                        1000                     7                        1.6106684920557022
1                        0                        1000                     8                        1.6083031870827524
1                        0                        1000                     9                        1.603844548957296
1                        0                        1000                     10                       1.603524149674763
1                        0                        1000                     15                       1.600018280913701
1                        0                        1000                     20                       1.599685970483938
1                        0                        1000                     25                       1.600535958096528
1                        0                        1000                     30                       1.6000225855759675
1                        0                        1000                     35                       1.600468733860563
1                        0                        1000                     40                       1.6003138684468645
1                        0                        1000                     45                       1.5996665413555111
1                        0                        1000                     50                       1.5997866439471236
1                        0                        1000                     55                       1.599222290583714
1                        0                        1000                     60                       1.5988722367113908
1                        0                        1000                     65                       1.5986183243296292
1                        0                        1000                     70                       1.5979088653041795
1                        0                        1000                     75                       1.5971500086972787
1                        0                        1000                     80                       1.5961871756603867
1                        0                        1000                     85                       1.5947955407642262
1                        0                        1000                     90                       1.5929437277720029
1                        0                        1000                     95                       1.5904839739008885
1                        0                        1000                     100                      1.5872404723988103
1                        0                        1000                     110                      1.577280780941873
1                        0                        1000                     120                      1.5603428319841193
1                        0                        1000                     130                      1.5330793267177467
1                        0                        1000                     140                      1.4959805270638373
1                        0                        1000                     150                      1.4537179071176252
1                        0                        1000                     160                      1.412870835962365
1                        0                        1000                     170                      1.3708931189517917
1                        0                        1000                     180                      1.329567667300339
1                        0                        1000                     190                      1.2885084454837705
1                        0                        1000                     200                      1.248140228613054
1                        0                        10000                    2                        1.627567326919949
1                        0                        10000                    3                        1.7165784120576277
1                        0                        10000                    4                        2.073877390317136
1                        0                        10000                    5                        1.8003568184443282
1                        0                        10000                    6                        1.6504827381233256
1                        0                        10000                    7                        1.6106685531524303
1                        0                        10000                    8                        1.6083032059536229
1                        0                        10000                    9                        1.6038447405667715
1                        0                        10000                    10                       1.6035245638692208
1                        0                        10000                    15                       1.6000158456468807
1                        0                        10000                    20                       1.5996857335658983
1                        0                        10000                    25                       1.600532531732931
1                        0                        10000                    30                       1.6000164823296372
1                        0                        10000                    35                       1.6004457628953688
1                        0                        10000                    40                       1.6002541141103706
1                        0                        10000                    45                       1.5995254145746847
1                        0                        10000                    50                       1.599467401080175
1                        0                        10000                    55                       1.59858871163024
1                        0                        10000                    60                       1.5976697387260268
