0.000000000000000	0.000000000000000	49113471.787623181939125	25053762.312615670263767	18509328.830376520752907	10649567.885334655642509	8925327.900613091886044	5655078.434272753074765	3307481.792773879133165	3076254.148055153898895	1780996.536697999108583	1069880.433599628740922	1075682.225965504068881	571046.187725251307711	353461.571661743801087	711914.084036134881899	491336.584219318814576	2470114.765221129637212	1749603.761625587940216	1082458.501008061692119
2.000000000000000	0.000000000000000	259726488.401013046503067	149985068.644800782203674	101011251.554618313908577	63109287.605662561953068	46343874.914193339645863	32566568.823654863983393	19836165.176424324512482	16053380.005659291520715	9543767.280263882130384	6443534.708575023338199	5688719.277262954972684	3126839.406473607756197	2101902.370391672477126	2061389.971658108755946	1477584.334077028790489	990861.364595046383329	707672.787937721703202	494186.566027832857799
4.000000000000000	0.000000000000000	326552329.628604590892792	191535259.580510288476944	129582784.153803437948227	81678900.603395387530327	59853079.380518510937691	42372450.008735388517380	25910558.006489440798759	20858705.944691497832537	12433262.430666243657470	8444274.584168670699000	7411947.945160220377147	4084321.220320203341544	2755283.186602824833244	2587557.218503772281110	1862249.358593419659883	228150.206217879225733	168945.753588243882405	162294.778432599356165
6.000000000000000	0.000000000000000	249590995.470399171113968	149704335.119745045900345	104223926.627932399511337	66358406.878533408045769	49452941.299588829278946	35072721.989514470100403	21530660.282969318330288	17492231.965151846408844	10449481.987905131652951	7072100.060380597598851	6245368.229657329618931	3443491.629265056923032	2313604.020295212045312	2290415.824573127087206	1645331.657768511213362	181981.290089629590511	133422.658577154186787	86783.138222361259977
7.999999999999999	0.000000000000000	149238319.508153468370438	91840165.953899741172791	66341055.194958016276360	42764691.053003303706646	32553184.040533278137445	23192262.488521281629801	14299226.783738225698471	11750184.233897710219026	7032859.871941500343382	4749594.952713254839182	4225397.410488041117787	2329645.309387897606939	1562403.326178304618225	1559527.239921901375055	1115761.103838582290336	567056.196381938992999	400089.340438963496126	267651.645397117536049
9.999999999999998	0.000000000000000	99397632.941721543669701	62633852.709977433085442	46668676.461290851235390	30474079.920854948461056	23577086.011402290314436	16946483.019453801214695	10500421.896101912483573	8689937.444321790710092	5214642.969627275131643	3531039.478279756847769	3151687.327926126774400	1739137.639389003161341	1168256.446900161681697	1150026.486289779422805	823224.957772330031730	377936.962584810273256	266011.986217890516855	188590.080743679689476
12.000000000000000	0.000000000000000	79445380.598304316401482	51064312.363648712635040	38932083.077691175043583	25691032.040380794554949	20117253.064994204789400	14578696.168642215430737	9080727.682728111743927	7549293.337081739678979	4546935.774334607645869	3088713.216012899763882	2759961.645301200915128	1526224.707662594504654	1024968.950707605574280	924063.787534296978265	662022.434323023888282	353279.790473702829331	255049.824630384682678	143436.376120691595133
14.000000000000000	0.000000000000000	57773966.537880957126617	37342566.500924728810787	28765356.036499179899693	19062904.568507585674524	15026929.359469989314675	10949717.533325757831335	6842701.439407160505652	5709952.926072102040052	3447933.746254852041602	2347019.469968738034368	2099611.911733848508447	1162993.091106595937163	780781.496983099495992	881639.143655439605936	632153.533490659901872	493084.680048616486602	367202.855676446110010	171495.867892645939719
15.999999999999998	0.000000000000000	23850028.993200428783894	15801479.669663295149803	12779055.050899263471365	8601434.210439745336771	6968379.376675301231444	5156204.188686604611576	3246696.429468286223710	2751445.689062361605465	1668111.382002369500697	1140073.531475283205509	1027992.353745598811656	570169.557307163951918	384073.217867520288564	452985.012481683923397	325305.225589108886197	435337.521297541621607	327750.215779603982810	272768.556059542519506
18.000000000000000	0.000000000000000	11608174.418791091069579	8024249.550732802599669	6905131.038732682354748	4758202.385766957886517	3994134.843114349059761	3009992.019907352980226	1916798.629021715605631	1649230.484484098153189	1006680.416221156832762	692682.208117218804546	629023.696317007765174	349681.176625338266604	236356.776175878127106	216773.745296635286650	156105.510517273680307	133507.223950536048505	100881.928047686844366	145079.676346908061532
