lambh	lambe	m	B0	E0	h1	Integration 1 (meV)
2	1	-1	10	0	10	8.330920522736495
2	1	-1	10	0	10.5	8.323775987601962
2	1	-1	10	0	11	8.318711554753905
2	1	-1	10	0	11.5	8.315498262212893
2	1	-1	10	0	12	8.313830485725937
2	1	-1	10	5000000	0.1	8.996779951220883
2	1	-1	10	5000000	0.30000000000000004	9.077413194901812
2	1	-1	10	5000000	0.5	9.119608440820972
2	1	-1	10	5000000	0.7000000000000001	9.128444143428064
2	1	-1	10	5000000	0.9	9.111797649073491
2	1	-1	10	5000000	1.1	9.07736607954344
2	1	-1	10	5000000	1.3000000000000003	9.03155031885549
2	1	-1	10	5000000	1.5000000000000002	8.979195491535068
2	1	-1	10	5000000	1.7000000000000002	8.923733849378262
2	1	-1	10	5000000	1.9000000000000001	8.86746694718659
2	1	-1	10	5000000	2.1	8.811858191194679
2	1	-1	10	5000000	2.3000000000000003	8.75778305841818
2	1	-1	10	5000000	2.5000000000000004	8.705722387676715
2	1	-1	10	5000000	2.7	8.655901548559223
2	1	-1	10	5000000	2.9000000000000004	8.608385132461354
2	1	-1	10	5000000	3.1	8.563138881778654
2	1	-1	10	5000000	3.3000000000000003	8.520068473885209
2	1	-1	10	5000000	3.5000000000000004	8.479043437533718
2	1	-1	10	5000000	3.7	8.439911999658426
2	1	-1	10	5000000	3.9000000000000004	8.402510596815668
2	1	-1	10	5000000	4.5	8.298998627102968
2	1	-1	10	5000000	5	8.220262832417701
2	1	-1	10	5000000	5.5	8.145910299409172
2	1	-1	10	5000000	6	8.074021528429244
2	1	-1	10	5000000	6.5	8.003048862137373
2	1	-1	10	5000000	7	7.931771142742823
2	1	-1	10	5000000	7.5	7.8592328753072
2	1	-1	10	5000000	8	7.784685831986543
2	1	-1	10	5000000	8.5	7.707541130228097
2	1	-1	10	5000000	9	7.627334677616209
2	1	-1	10	5000000	9.5	7.5437054882124475
2	1	-1	10	5000000	10	7.4563864388048895
2	1	-1	10	5000000	10.5	7.365203746086951
2	1	-1	10	5000000	11	7.270082996591621
2	1	-1	10	5000000	11.5	7.171057494430556
2	1	-1	10	5000000	12	7.068275003262622
2	1	-1	10	10000000	0.1	7.737390365870174
2	1	-1	10	10000000	0.30000000000000004	7.947787100298988
2	1	-1	10	10000000	0.5	8.216804765328003
2	1	-1	10	10000000	0.7000000000000001	8.481201434592515
2	1	-1	10	10000000	0.9	8.665824160938689
2	1	-1	10	10000000	1.1	8.754670429331787
2	1	-1	10	10000000	1.3000000000000003	8.776113289649512
2	1	-1	10	10000000	1.5000000000000002	8.759945510342908
2	1	-1	10	10000000	1.7000000000000002	8.724850273110773
2	1	-1	10	10000000	1.9000000000000001	8.681003174064777
2	1	-1	10	10000000	2.1	8.633791823711144
2	1	-1	10	10000000	2.3000000000000003	8.58607371569522
2	1	-1	10	10000000	2.5000000000000004	8.539360416934949
2	1	-1	10	10000000	2.7	8.49442971904364
2	1	-1	10	10000000	2.9000000000000004	8.45165040714481
2	1	-1	10	10000000	3.1	8.411160840024305
2	1	-1	10	10000000	3.3000000000000003	8.37297080026494
2	1	-1	10	10000000	3.5000000000000004	8.337021576794537
2	1	-1	10	10000000	3.7	8.303222750606798
2	1	-1	10	10000000	3.9000000000000004	8.271475274119167
2	1	-1	10	10000000	4.5	8.187691628900819
2	1	-1	10	10000000	5	8.130279401238957
